Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;gprstext;edge;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;memoryslot;cam1modules;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;cpu;internalmemory;cam1features;cam1video;cam2modules;cam2video;models;displayother;chipset;gpu;cam2features;displayprotection;memoryother;optionalother;featuresother;tbench;batlife;net5g;sar-eu;batstandby1;battalktime1;batmusicplayback1;sar-us
https://www.gsmarena.com/huawei_p40-10153.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-p40.jpg;Huawei P40;Released 2020, April 07;175g, 8.5mm thickness;Android 10, EMUI 10.1;128GB/256GB storage, NM;182;1.5%;1,903,391 hits;"6.1""";1080x2340 pixels;6/8 GB RAM;Kirin 990 5G;3800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41;HSPA, LTE-A, 5G;;;2020, March 26;Available. Released 2020, April 07;148.9 x 71.1 x 8.5 mm (5.86 x 2.80 x 0.33 in);175 g (6.17 oz);Glass front, glass back, aluminum frame;Nano-SIM and eSIM or Hybrid Dual SIM (Nano-SIM, dual stand-by);IP53, dust and splash resistant;OLED;6.1 inches, 91.3 cm(~86.3% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~422 ppi density);Android 10, EMUI 10.1, no Google Play Services;NM (Nano Memory), up to 256GB (uses shared SIM slot);"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, multi-directional PDAF, OIS8 MP, f/2.4, 80mm (telephoto), PDAF, OIS, 3x optical zoom16 MP, f/2.2, 17mm (ultrawide), AF";Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC;Yes;No;USB Type-C 3.1, OTG;Infrared Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum;Li-Po 3800 mAh, non-removable;Silver Frost, Blush Gold, Deep Sea Blue, Ice White, Black;About 520 EUR;Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Leica optics, LED flash, panorama, HDR;"4K@30/60fps, 1080p@30/60fps, 720p@960fps; gyro-EIS";"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µmIR TOF 3D, (biometrics sensor only)";4K@30/60fps, 1080p@30/60fps;ANA-AN00, ANA-TN00, ANA-NX9, ANA-LX4;;Kirin 990 5G (7 nm+);Mali-G76 MP16;HDR;;UFS 3.0;;;AnTuTu: 486583 (v8)GeekBench: 12619 (v4.4), 3148 (v5.1)GFXBench: 37fps (ES 3.1 onscreen);;1, 3, 28, 38, 41, 77, 78, 79 SA/NSA;;;;;
https://www.gsmarena.com/huawei_p40_lite_e-10112.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-y7p-.jpg;Huawei P40 lite E;Released 2020, March 12;176g, 8.1mm thickness;Android 9.0, EMUI 9, no Google Play Services;64GB storage, microSDXC;33;0.3%;773,260 hits;"6.39""";720x1560 pixels;4 GB RAM;Kirin 710F;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41 - ART-L29;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps;;;2020, March 04;Available. Released 2020, March 12;159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in);176 g (6.21 oz);Glass front, plastic back, plastic frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.39 inches, 100.2 cm(~82.4% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~269 ppi density);Android 9.0 (Pie), EMUI 9, no Google Play Services;microSDXC (uses shared SIM slot);"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (depth)";Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 4000 mAh, non-removable;Aurora Blue, , Midnight Black;About 150 EUR;Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);64GB 4GB RAM;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;1080p@30fps;ART-L28, ART-L29, ART-L29N;;Kirin 710F (12 nm);Mali-G51 MP4;HDR;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/huawei_p40_lite-9996.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-lite.jpg;Huawei P40 lite;Released 2020, March 02;183g, 8.7mm thickness;Android 10, EMUI 10, no Google Play Services;128GB storage, NM;155;2.3%;2,880,916 hits;"6.4""";1080x2310 pixels;6/8 GB RAM;Kirin 810;4200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 34, 38, 39, 40, 41 - JNY-L21A, JNY-L01A, JNY-L21B;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps;;;2020, February 27;Available. Released 2020, March 02;159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in);183 g (6.46 oz);Glass front, plastic back, plastic frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.4 inches, 101.4 cm(~83.5% screen-to-body ratio);1080 x 2310 pixels (~398 ppi density);Android 10, EMUI 10, no Google Play Services;NM (Nano Memory), up to 256GB (uses shared SIM slot);"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS, QZSS;Yes (market/region dependent): JNY-L21A, JNY-L01A, JNY-L21B;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 4200 mAh, non-removable;Black, Emerald Green, Light Pink/Blue;;Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55);128GB 6GB RAM, 128GB 8GB RAM;LED flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;JNY-L21A, JNY-L01A, JNY-L21B, JNY-L22A, JNY-L02A, JNY-L22B, JNY-LX1;;Kirin 810 (7 nm);Mali-G52 MP6;HDR;;UFS 2.1;;;AnTuTu: 325777 (v8)GeekBench: 7846 (v4.4), 1862 (v5.1)GFXBench: 18fps (ES 3.1 onscreen);;;;;;;
https://www.gsmarena.com/huawei_matepad_pro_10_8_5g_(2019)-10100.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-pro.jpg;Huawei MatePad Pro 10.8 5G (2019);Released 2020, May 27;460g, 7.2mm thickness;Android 10, EMUI 10, no Google Play Services;128GB/256GB/512GB storage, NM;52;0.1%;288,167 hits;"10.8""";2560x1600 pixels;6/8 GB RAM;Kirin 990 5G;7250 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41;HSPA, LTE-A, 5G;;;2020, February 24;Available. Released 2020, May 27;246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in);460 g (1.01 lb);Glass front, aluminum back, aluminum frame;Nano-SIM;Stylus support (magnetic);IPS LCD, 540 nits (typ);10.8 inches, 338.2 cm(~86.5% screen-to-body ratio);2560 x 1600 pixels, 16:10 ratio (~280 ppi density);Android 10, EMUI 10, no Google Play Services;NM (Nano Memory), up to 256GB (dedicated slot);13 MP, f/1.8, PDAF;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, GALILEO, BDS, QZSS;No;No;USB Type-C 3.1, OTG;Accelerometer, gyro, proximity, compass;Li-Po 7250 mAh, non-removable;Gray, White, Green, Orange;About 550 EUR;Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55);128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM;LED flash, HDR, panorama;4K@30fps, 1080p@30fps;8 MP, f/2.0;1080p@30fps;;;Kirin 990 5G (7 nm+);Mali-G76 MP16;HDR;;UFS 3.0;Tuned by Harman Kardon;;;;SA/NSA;;;;;
https://www.gsmarena.com/huawei_mate_xs-10098.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-xs-.jpg;Huawei Mate Xs;Released 2020, March 05;300g, 5.4mm thickness;Android 10, EMUI 10, no Google Play Services;512GB storage, NM;160;0.3%;577,148 hits;"8.0""";2200x2480 pixels;8 GB RAM;Kirin 990 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps, 5G (2+ Gbps DL);;;2020, February 24;Available. Released 2020, March 05;Unfolded: 161.3 x 146.2 x 5.4 mmFolded: 161.3 x 78.5 x 11 mm;300 g (10.58 oz);Plastic front, aluminum back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;Foldable OLED;8.0 inches, 205.0 cm(~86.9% screen-to-body ratio);2200 x 2480 pixels (~414 ppi density);Android 10, EMUI 10, no Google Play Services;NM (Nano Memory), up to 256GB (uses shared SIM slot);"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF8 MP, f/2.4, 81mm (telephoto), PDAF, OIS, 3x optical zoom16 MP, f/2.2, 17mm (ultrawide), AFTOF 3D, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS (L1+L5), GLONASS (L1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5);Yes;No;USB Type-C 3.1;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;Li-Po 4500 mAh, non-removable;Interstellar Blue;About 1950 EUR;Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55);512GB 8GB RAM;Leica optics, dual-LED dual-tone flash, panorama, HDR;4K@30fps, 1080p@30fps;No - uses main camera;1080p@30fps;TAH-N29m;Folded cover display:AMOLED, 6.6 inches, 1148 x 2480 pixels, 19.5:9 ratio;Kirin 990 5G (7 nm+);Mali-G76 MP16;HDR;;UFS 2.1;;;AnTuTu: 459274 (v8), 461406 (unfolded)GeekBench: 12213 (v4.4), 2980 (v5.1)GFXBench: 16fps (ES 3.1 onscreen unfolded);;1, 3, 28, 38, 41, 77, 78, 79 SA/NSA;;;;;
https://www.gsmarena.com/huawei_p30_lite_new_edition-10073.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-p30-lite-new-edition.jpg;Huawei P30 lite New Edition;Released 2020, January 14;152.9g, 7.4mm thickness;Android 9.0, up to Android 10, EMUI 10;128GB/256GB storage, microSDXC;50;0.5%;933,791 hits;"6.15""";1080x2312 pixels;6 GB RAM;Kirin 710;3340 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 7, 8, 20, 38;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps;;;2020, January 14;Available. Released 2020, January 14;152.9 x 72.7 x 7.4 mm (6.02 x 2.86 x 0.29 in);152.9 g (5.40 oz);Glass front, glass back, plastic frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.15 inches, 93.6 cm(~84.2% screen-to-body ratio);1080 x 2312 pixels (~415 ppi density);Android 9.0 (Pie), upgradable to Android 10, EMUI 10;microSDXC (uses shared SIM slot);"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, 120˚, 17mm (ultrawide)2 MP, f/2.4, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 3340 mAh, non-removable;Peacock Blue, Midnight Black, Pearl White, Breathing Crystal;About 360 EUR;Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);128GB 6GB RAM, 256GB 6GB RAM;LED flash, HDR, panorama;1080p@30fps (gyro-EIS);"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm";1080p@30fps;Marie-L21BX, MAR-LX2B, HWV33;;Kirin 710 (12 nm);Mali-G51 MP4;Panorama;;UFS 2.1;;;;;;;;;;
https://www.gsmarena.com/huawei_y7p-10074.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-y7p-.jpg;Huawei Y7p;Released 2020, February 07;176g, 8.1mm thickness;Android 9.0, EMUI 9, no Google Play Services;64GB storage, microSDXC;51;1.0%;1,586,744 hits;"6.39""";720x1560 pixels;4 GB RAM;Kirin 710F;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41 - ART-L29;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps;;;2020, February 07;Available. Released 2020, February 07;159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in);176 g (6.21 oz);Glass front, plastic back, plastic frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.39 inches, 100.2 cm(~82.4% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~269 ppi density);Android 9.0 (Pie), EMUI 9, no Google Play Services;microSDXC (uses shared SIM slot);"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (depth)";Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 4000 mAh, non-removable;Aurora Blue, Midnight Black;About 140 EUR;Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);64GB 4GB RAM;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;1080p@30fps;ART-L28, ART-L29;;Kirin 710F (12 nm);Mali-G51 MP4;HDR;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/huawei_nova_7i-10058.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-lite.jpg;Huawei nova 7i;Released 2020, February 14;183g, 8.7mm thickness;Android 10, EMUI 10, no Google Play Services;128GB storage, NM;171;1.9%;3,741,031 hits;"6.4""";1080x2310 pixels;8 GB RAM;Kirin 810;4200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 34, 38, 39, 40, 41 - JNY-L21A, JNY-L01A, JNY-L21B;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps;;;2020, January 30;Available. Released 2020, February 14;159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in);183 g (6.46 oz);Glass front, plastic back, plastic frame;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.4 inches, 101.4 cm(~83.5% screen-to-body ratio);1080 x 2310 pixels (~398 ppi density);Android 10, EMUI 10, no Google Play Services;NM (Nano Memory), up to 256GB (uses shared SIM slot);"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, GALILEO, BDS, QZSS;No;FM radio (market/region dependent);USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 4200 mAh, non-removable;Midnight Black, Crush Green, Sakura Pink;About 240 EUR;Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55);128GB 8GB RAM;LED flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;JNY-L22B, JNY-L21A, JNY-L01A, JNY-L21B, JNY-L22A, JNY-L02A, JNY-LX2;;Kirin 810 (7 nm);Mali-G52 MP6;HDR;;UFS 2.1;;;;;;;;;;
https://www.gsmarena.com/huawei_y6s_(2019)-10012.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-y6s.jpg;Huawei Y6s (2019);Released 2020, May;150g, 8mm thickness;Android 9.0, EMUI 9.1;32GB/64GB storage, microSDXC;32;0.5%;1,025,740 hits;"6.09""";720x1560 pixels;3 GB RAM;Helio P35;3020 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - JAT-L29, JAT-LX1, JAT-LX1 NFC;1, 3, 5, 7, 8, 20, 38, 40, 41 - JAT-L29;HSPA, LTE-A;;;2020, January 30;Available. Released 2020, May;156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in);150 g (5.29 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.09 inches, 91.0 cm(~79.2% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Android 9.0 (Pie), EMUI 9.1;microSDXC (dedicated slot);13 MP, f/1.8, PDAF;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes (JAT-LX1 NFC only);FM Radio, built-in antenna;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3020 mAh, non-removable;Orchid Blue, Starry Black;About 160 EUR;Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);32GB 3GB RAM, 64GB 3GB RAM;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;1080p@30fps;JAT-LX3, JAT-L29, JAT-LX1, JAT-L41;;Mediatek MT6765 Helio P35 (12nm);PowerVR GE8320;;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/huawei_p_smart_pro_2019-9799.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-y9s.jpg;Huawei P smart Pro 2019;Released 2019, December;206g, 8.8mm thickness;Android 9.0, EMUI 9.1;128GB storage, microSDXC;50;0.3%;755,529 hits;"6.59""";1080x2340 pixels;6 GB RAM;Kirin 710F;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20;HSPA, LTE-A;;;2019, December;Available. Released 2019, December;163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in);206 g (7.27 oz);Glass front, glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.59 inches, 106.6 cm(~84.7% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density);Android 9.0 (Pie), EMUI 9.1;microSDXC (uses shared SIM slot);"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, 13mm (ultrawide)2 MP, f/2.4, (depth)";Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;USB Type-C 2.0;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 4000 mAh, non-removable;Midnight Black, Breathing Crystal;About 290 EUR;Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);128GB 6GB RAM;LED flash, HDR, panorama;1080p@30fps;Motorized pop-up 16 MP, f/2.2;1080p@60fps;;;Kirin 710F (12 nm);Mali-G51 MP4;HDR;;UFS 2.1;;;;;;;;;;
https://www.gsmarena.com/huawei_nova_6_5g-9983.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-6-5g.jpg;Huawei nova 6 5G;Released 2019, December;212g, 9mm thickness;Android 10, EMUI 10;128GB/256GB storage, no card slot;73;0.1%;589,016 hits;"6.57""";1080x2400 pixels;8 GB RAM;Kirin 990;4200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41;HSPA, LTE-A, 5G (2+ Gbps DL);;;2019, December;Available. Released 2019, December;162.7 x 75.8 x 9 mm (6.41 x 2.98 x 0.35 in);212 g (7.48 oz);Glass front, glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.57 inches, 104.2 cm(~84.5% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~401 ppi density);Android 10, EMUI 10;No;"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom8 MP, f/2.4, 16mm (ultrawide)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS (L1+L5), GLONASS (L1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5);Yes;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 4200 mAh, non-removable;Black, Blue, Red, Provence;;Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55);128GB 8GB RAM, 256GB 8GB RAM;Panorama, HDR, LED flash;4K@30/60fps, 1080p@30fps, 720p@960fps, (gyro-EIS);"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm, PDAF8 MP, f/2.2, 17mm (ultrawide)";4K@30fps;WLZ-AN00, WLZ-TN00;;Kirin 990 (7 nm);Mali-G76 MP16;HDR;;UFS 3.0;;;;;1, 3, 41, 77, 78, 79 SA/NSA;;;;;
https://www.gsmarena.com/huawei_nova_6-9971.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-6.jpg;Huawei nova 6;Released 2019, December;197g, 8.6mm thickness;Android 10, EMUI 10, no Google Play Services;128GB storage, no card slot;74;0.2%;838,084 hits;"6.57""";1080x2400 pixels;8 GB RAM;Kirin 990;4100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 34, 38, 39, 40, 41;HSPA, LTE-A;;;2019, December;Available. Released 2019, December;162.6 x 75.7 x 8.6 mm (6.40 x 2.98 x 0.34 in);197 g (6.95 oz);Glass front, glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.57 inches, 104.2 cm(~84.7% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~401 ppi density);Android 10, EMUI 10, no Google Play Services;No;"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom8 MP, f/2.4, 16mm (ultrawide)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS (L1+L5), GLONASS (L1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5);Yes;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 4100 mAh, non-removable;Black, Blue, Red, Provence;;Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55);128GB 8GB RAM;Panorama, HDR, LED flash;4K@30/60fps, 1080p@30fps, 720p@960fps, (gyro-EIS);"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm8 MP, f/2.2, 17mm (ultrawide)";4K@30fps;WLZ-AL10, WLZ-TL10;;Kirin 990 (7 nm);Mali-G76 MP16;HDR;;UFS 3.0;;;;;;;;;;
https://www.gsmarena.com/huawei_nova_6_se-9989.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-6-se.jpg;Huawei nova 6 SE;Released 2019, December;183g, 8.7mm thickness;Android 10, EMUI 10, no Google Play Services;128GB storage, NM;54;0.1%;594,954 hits;"6.4""";1080x2310 pixels;8 GB RAM;Kirin 810;4200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps;;;2019, December;Available. Released 2019, December;159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in);183 g (6.46 oz);Glass front, plastic back, plastic frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.4 inches, 101.4 cm(~83.5% screen-to-body ratio);1080 x 2310 pixels (~398 ppi density);Android 10, EMUI 10, no Google Play Services;NM (Nano Memory), up to 256GB (uses shared SIM slot);"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 4200 mAh, non-removable;Black, Emerald Green, Light Pink/Blue;About 280 EUR;Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55);128GB 8GB RAM;LED flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;JNY-AL10, JNY-TL10;;Kirin 810 (7 nm);Mali-G52 MP6;HDR;;UFS 2.1;;;;;;;;;;
